code,uri,label
 ADAMS-OLIVER SYNDROME ,OMIM:608118, ADAMS-OLIVER SYNDROME 
 ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY ,OMIM:608118, ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY 
" ADENOSINE TRIPHOSPHATE, ELEVATED, OF ERYTHROCYTES ",OMIM:608118," ADENOSINE TRIPHOSPHATE, ELEVATED, OF ERYTHROCYTES "
" ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO ",OMIM:608118," ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO "
 ADENYLOSUCCINASE DEFICIENCY ,OMIM:608118, ADENYLOSUCCINASE DEFICIENCY 
 ADERMATOGLYPHIA ,OMIM:608118, ADERMATOGLYPHIA 
" ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1 ",OMIM:608118," ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1 "
" ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY ",OMIM:608118," ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY "
" ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY ",OMIM:608118," ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY "
" ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 3-BETA-HYDROXYSTEROID DEHYDROGENASE 2 DEFICIENCY ",OMIM:608118," ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 3-BETA-HYDROXYSTEROID DEHYDROGENASE 2 DEFICIENCY "
" ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASE DEFICIENCY ",OMIM:608118," ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASE DEFICIENCY "
" ADRENAL HYPOPLASIA, CONGENITAL ",OMIM:608118," ADRENAL HYPOPLASIA, CONGENITAL "
" ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE ",OMIM:608118," ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE "
" ADRENOCORTICAL CARCINOMA, HEREDITARY ",OMIM:608118," ADRENOCORTICAL CARCINOMA, HEREDITARY "
 ADRENOLEUKODYSTROPHY ,OMIM:608118, ADRENOLEUKODYSTROPHY 
 ADULT SYNDROME ,OMIM:608118, ADULT SYNDROME 
 ADVANCED SLEEP PHASE SYNDROME ,OMIM:608118, ADVANCED SLEEP PHASE SYNDROME 
" AFIBRINOGENEMIA, CONGENITAL ",OMIM:608118," AFIBRINOGENEMIA, CONGENITAL "
 AGAMMAGLOBULINEMIA ,OMIM:608118, AGAMMAGLOBULINEMIA 
 AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY ,OMIM:608118, AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY 
 AGNATHIA-OTOCEPHALY COMPLEX ,OMIM:608118, AGNATHIA-OTOCEPHALY COMPLEX 
 AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE DEFICIENCY ,OMIM:608118, AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE DEFICIENCY 
 AICARDI-GOUTIERES SYNDROME ,OMIM:608118, AICARDI-GOUTIERES SYNDROME 
 AL-GAZALI-BAKALINOVA SYNDROME ,OMIM:608118, AL-GAZALI-BAKALINOVA SYNDROME 
 AL-RAQAD SYNDROME ,OMIM:608118, AL-RAQAD SYNDROME 
" ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME ",OMIM:608118," ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME "
 ALAGILLE SYNDROME ,OMIM:608118, ALAGILLE SYNDROME 
 ALAND ISLAND EYE DISEASE ,OMIM:608118, ALAND ISLAND EYE DISEASE 
 ALAZAMI SYNDROME ,OMIM:608118, ALAZAMI SYNDROME 
" ALBINISM, OCULAR, TYPE I ",OMIM:608118," ALBINISM, OCULAR, TYPE I "
 ALCOHOL DEPENDENCE ,OMIM:608118, ALCOHOL DEPENDENCE 
" ALCOHOL SENSITIVITY, ACUTE ",OMIM:608118," ALCOHOL SENSITIVITY, ACUTE "
 ALEXANDER DISEASE ,OMIM:608118, ALEXANDER DISEASE 
 ALKAPTONURIA ,OMIM:608118, ALKAPTONURIA 
 ALLAN-HERNDON-DUDLEY SYNDROME ,OMIM:608118, ALLAN-HERNDON-DUDLEY SYNDROME 
 ALLERGIC RHINITIS ,OMIM:608118, ALLERGIC RHINITIS 
" ALOPECIA, ISOLATED ",OMIM:608118," ALOPECIA, ISOLATED "
" ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME ",OMIM:608118," ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME "
 ALPHA-1-ANTITRYPSIN DEFICIENCY ,OMIM:608118, ALPHA-1-ANTITRYPSIN DEFICIENCY 
 ALPHA-2-MACROGLOBULIN DEFICIENCY ,OMIM:608118, ALPHA-2-MACROGLOBULIN DEFICIENCY 
 ALPHA-2-PLASMIN INHIBITOR DEFICIENCY ,OMIM:608118, ALPHA-2-PLASMIN INHIBITOR DEFICIENCY 
 ALPHA-FETOPROTEIN DEFICIENCY ,OMIM:608118, ALPHA-FETOPROTEIN DEFICIENCY 
" ALPHA-FETOPROTEIN, HEREDITARY PERSISTENCE OF ",OMIM:608118," ALPHA-FETOPROTEIN, HEREDITARY PERSISTENCE OF "
 ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY ,OMIM:608118, ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY 
 ALPHA-METHYLACETOACETIC ACIDURIA ,OMIM:608118, ALPHA-METHYLACETOACETIC ACIDURIA 
 ALPHA-METHYLACYL-COA RACEMASE DEFICIENCY ,OMIM:608118, ALPHA-METHYLACYL-COA RACEMASE DEFICIENCY 
 ALPHA-THALASSEMIA ,OMIM:608118, ALPHA-THALASSEMIA 
 ALPHA-THALASSEMIA MYELODYSPLASIA SYNDROME ,OMIM:608118, ALPHA-THALASSEMIA MYELODYSPLASIA SYNDROME 
" ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, X-LINKED ",OMIM:608118," ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, X-LINKED "
" ALPHA/BETA T-CELL LYMPHOPENIA WITH GAMMA/DELTA T-CELL EXPANSION, SEVERE CYTOMEGALOVIRUS INFECTION, AND AUTOIMMUNITY ",OMIM:608118," ALPHA/BETA T-CELL LYMPHOPENIA WITH GAMMA/DELTA T-CELL EXPANSION, SEVERE CYTOMEGALOVIRUS INFECTION, AND AUTOIMMUNITY "
" ALPORT SYNDROME, AUTOSOMAL DOMINANT ",OMIM:608118," ALPORT SYNDROME, AUTOSOMAL DOMINANT "
" ALPORT SYNDROME, AUTOSOMAL RECESSIVE ",OMIM:608118," ALPORT SYNDROME, AUTOSOMAL RECESSIVE "
" ALPORT SYNDROME, X-LINKED ",OMIM:608118," ALPORT SYNDROME, X-LINKED "
 ALSTROM SYNDROME ,OMIM:608118, ALSTROM SYNDROME 
 ALTERNATING HEMIPLEGIA OF CHILDHOOD ,OMIM:608118, ALTERNATING HEMIPLEGIA OF CHILDHOOD 
 ALVEOLAR CAPILLARY DYSPLASIA WITH MISALIGNMENT OF PULMONARY VEINS ,OMIM:608118, ALVEOLAR CAPILLARY DYSPLASIA WITH MISALIGNMENT OF PULMONARY VEINS 
 ALVEOLAR SOFT PART SARCOMA ,OMIM:608118, ALVEOLAR SOFT PART SARCOMA 
 ALZHEIMER DISEASE ,OMIM:608118, ALZHEIMER DISEASE 
 ALZHEIMER DISEASE 18 ,OMIM:608118, ALZHEIMER DISEASE 18 
 ALZHEIMER DISEASE 2 ,OMIM:608118, ALZHEIMER DISEASE 2 
 ALZHEIMER DISEASE 3 ,OMIM:608118, ALZHEIMER DISEASE 3 
 ALZHEIMER DISEASE 4 ,OMIM:608118, ALZHEIMER DISEASE 4 
" ALZHEIMER DISEASE 9, SUSCEPTIBILITY TO ",OMIM:608118," ALZHEIMER DISEASE 9, SUSCEPTIBILITY TO "
" ALZHEIMER DISEASE, SUSCEPTIBILITY TO, MITOCHONDRIAL ",OMIM:608118," ALZHEIMER DISEASE, SUSCEPTIBILITY TO, MITOCHONDRIAL "
" AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL ",OMIM:608118," AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL "
 AMELOGENESIS IMPERFECTA ,OMIM:608118, AMELOGENESIS IMPERFECTA 
" AMELOGENESIS IMPERFECTA, TYPE IF ",OMIM:608118," AMELOGENESIS IMPERFECTA, TYPE IF "
 AMINOACYLASE 1 DEFICIENCY ,OMIM:608118, AMINOACYLASE 1 DEFICIENCY 
 AMISH INFANTILE EPILEPSY SYNDROME ,OMIM:608118, AMISH INFANTILE EPILEPSY SYNDROME 
" AMYLOIDOSIS, FAMILIAL VISCERAL ",OMIM:608118," AMYLOIDOSIS, FAMILIAL VISCERAL "
" AMYLOIDOSIS, FINNISH TYPE ",OMIM:608118," AMYLOIDOSIS, FINNISH TYPE "
" AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED ",OMIM:608118," AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED "
" AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS ",OMIM:608118," AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS "
 AMYOTROPHIC LATERAL SCLEROSIS ,OMIM:608118, AMYOTROPHIC LATERAL SCLEROSIS 
 AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1 ,OMIM:608118, AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1 
" AMYOTROPHY, HEREDITARY NEURALGIC ",OMIM:608118," AMYOTROPHY, HEREDITARY NEURALGIC "
 ANALBUMINEMIA ,OMIM:608118, ANALBUMINEMIA 
 ANAUXETIC DYSPLASIA ,OMIM:608118, ANAUXETIC DYSPLASIA 
 ANDROGEN INSENSITIVITY SYNDROME ,OMIM:608118, ANDROGEN INSENSITIVITY SYNDROME 
" ANDROGEN INSENSITIVITY, PARTIAL ",OMIM:608118," ANDROGEN INSENSITIVITY, PARTIAL "
" ANEMIA, CONGENITAL DYSERYTHROPOIETIC ",OMIM:608118," ANEMIA, CONGENITAL DYSERYTHROPOIETIC "
" ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD ",OMIM:608118," ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD "
" ANEMIA, NONSPHEROCYTIC HEMOLYTIC, DUE TO G6PD DEFICIENCY ",OMIM:608118," ANEMIA, NONSPHEROCYTIC HEMOLYTIC, DUE TO G6PD DEFICIENCY "
" ANEMIA, SIDEROBLASTIC ",OMIM:608118," ANEMIA, SIDEROBLASTIC "
" ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA ",OMIM:608118," ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA "
" ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES ",OMIM:608118," ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES "
 ANGELMAN SYNDROME ,OMIM:608118, ANGELMAN SYNDROME 
" ANGIOEDEMA INDUCED BY ACE INHIBITORS, SUSCEPTIBILITY TO ",OMIM:608118," ANGIOEDEMA INDUCED BY ACE INHIBITORS, SUSCEPTIBILITY TO "
" ANGIOEDEMA, HEREDITARY, TYPE I ",OMIM:608118," ANGIOEDEMA, HEREDITARY, TYPE I "
" ANGIOEDEMA, HEREDITARY, TYPE III ",OMIM:608118," ANGIOEDEMA, HEREDITARY, TYPE III "
" ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS ",OMIM:608118," ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS "
 ANHAPTOGLOBINEMIA ,OMIM:608118, ANHAPTOGLOBINEMIA 
" ANHIDROSIS, ISOLATED, WITH NORMAL SWEAT GLANDS ",OMIM:608118," ANHIDROSIS, ISOLATED, WITH NORMAL SWEAT GLANDS "
 ANIRIDIA ,OMIM:608118, ANIRIDIA 
 ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE ,OMIM:608118, ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE 
" ANOREXIA NERVOSA, SUSCEPTIBILITY TO, 1 ",OMIM:608118," ANOREXIA NERVOSA, SUSCEPTIBILITY TO, 1 "
 ANTERIOR SEGMENT MESENCHYMAL DYSGENESIS ,OMIM:608118, ANTERIOR SEGMENT MESENCHYMAL DYSGENESIS 
 ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS ,OMIM:608118, ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS 
 ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS ,OMIM:608118, ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS 
 ANXIETY ,OMIM:608118, ANXIETY 
" AORTIC ANEURYSM, FAMILIAL ABDOMINAL ",OMIM:608118," AORTIC ANEURYSM, FAMILIAL ABDOMINAL "
" AORTIC ANEURYSM, FAMILIAL THORACIC ",OMIM:608118," AORTIC ANEURYSM, FAMILIAL THORACIC "
 AORTIC VALVE DISEASE ,OMIM:608118, AORTIC VALVE DISEASE 
 APERT SYNDROME ,OMIM:608118, APERT SYNDROME 
" APHAKIA, CONGENITAL PRIMARY ",OMIM:608118," APHAKIA, CONGENITAL PRIMARY "
" APLASIA CUTIS CONGENITA, NONSYNDROMIC ",OMIM:608118," APLASIA CUTIS CONGENITA, NONSYNDROMIC "
 APLASIA OF LACRIMAL AND SALIVARY GLANDS ,OMIM:608118, APLASIA OF LACRIMAL AND SALIVARY GLANDS 
 APLASTIC ANEMIA ,OMIM:608118, APLASTIC ANEMIA 
" APOCRINE GLAND SECRETION, VARIATION IN ",OMIM:608118," APOCRINE GLAND SECRETION, VARIATION IN "
 APOLIPOPROTEIN C-II DEFICIENCY ,OMIM:608118, APOLIPOPROTEIN C-II DEFICIENCY 
 APPARENT MINERALOCORTICOID EXCESS ,OMIM:608118, APPARENT MINERALOCORTICOID EXCESS 
 ARGININEMIA ,OMIM:608118, ARGININEMIA 
 ARGININOSUCCINIC ACIDURIA ,OMIM:608118, ARGININOSUCCINIC ACIDURIA 
 AROMATASE DEFICIENCY ,OMIM:608118, AROMATASE DEFICIENCY 
 AROMATASE EXCESS SYNDROME ,OMIM:608118, AROMATASE EXCESS SYNDROME 
 AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY ,OMIM:608118, AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY 
 ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA ,OMIM:608118, ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA 
 ARTERIAL TORTUOSITY SYNDROME ,OMIM:608118, ARTERIAL TORTUOSITY SYNDROME 
 ARTERIOVENOUS MALFORMATIONS OF THE BRAIN ,OMIM:608118, ARTERIOVENOUS MALFORMATIONS OF THE BRAIN 
" ARTHROGRYPOSIS, DISTAL, TYPE 1A ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 1A "
" ARTHROGRYPOSIS, DISTAL, TYPE 1B ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 1B "
" ARTHROGRYPOSIS, DISTAL, TYPE 2A ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 2A "
" ARTHROGRYPOSIS, DISTAL, TYPE 2B ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 2B "
" ARTHROGRYPOSIS, DISTAL, TYPE 3 ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 3 "
" ARTHROGRYPOSIS, DISTAL, TYPE 5 ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 5 "
" ARTHROGRYPOSIS, DISTAL, TYPE 5D ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 5D "
" ARTHROGRYPOSIS, DISTAL, TYPE 7 ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 7 "
" ARTHROGRYPOSIS, DISTAL, TYPE 8 ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 8 "
" ARTHROGRYPOSIS, DISTAL, TYPE 9 ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 9 "
" ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES ",OMIM:608118," ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES "
" ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS ",OMIM:608118," ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS "
" ARTHROPATHY, PROGRESSIVE PSEUDORHEUMATOID, OF CHILDHOOD ",OMIM:608118," ARTHROPATHY, PROGRESSIVE PSEUDORHEUMATOID, OF CHILDHOOD "
 ASPARAGINE SYNTHETASE DEFICIENCY ,OMIM:608118, ASPARAGINE SYNTHETASE DEFICIENCY 
" ASPARTATE AMINOTRANSFERASE, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1 ",OMIM:608118," ASPARTATE AMINOTRANSFERASE, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1 "
 ASPARTYLGLUCOSAMINURIA ,OMIM:608118, ASPARTYLGLUCOSAMINURIA 
" ASPERGER SYNDROME, SUSCEPTIBILITY TO ",OMIM:608118," ASPERGER SYNDROME, SUSCEPTIBILITY TO "
" ASPERGILLOSIS, SUSCEPTIBILITY TO ",OMIM:608118," ASPERGILLOSIS, SUSCEPTIBILITY TO "
" ASPLENIA, ISOLATED CONGENITAL ",OMIM:608118," ASPLENIA, ISOLATED CONGENITAL "
" ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE ",OMIM:608118," ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE "
" ASTHMA, SUSCEPTIBILITY TO ",OMIM:608118," ASTHMA, SUSCEPTIBILITY TO "
" ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 1 ",OMIM:608118," ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 1 "
" ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 2 ",OMIM:608118," ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 2 "
" ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 5 ",OMIM:608118," ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 5 "
" ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 7 ",OMIM:608118," ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 7 "
" ATAXIA, COMBINED CEREBELLAR AND PERIPHERAL, WITH HEARING LOSS AND DIABETES MELLITUS ",OMIM:608118," ATAXIA, COMBINED CEREBELLAR AND PERIPHERAL, WITH HEARING LOSS AND DIABETES MELLITUS "
" ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA ",OMIM:608118," ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA "
" ATAXIA, SENSORY, 1, AUTOSOMAL DOMINANT ",OMIM:608118," ATAXIA, SENSORY, 1, AUTOSOMAL DOMINANT "
 ATAXIA-OCULOMOTOR APRAXIA 3 ,OMIM:608118, ATAXIA-OCULOMOTOR APRAXIA 3 
 ATAXIA-OCULOMOTOR APRAXIA 4 ,OMIM:608118, ATAXIA-OCULOMOTOR APRAXIA 4 
