Column,Code,Class,Label
indi_pt, ACHALASIA-ADDISONIANISM-ALACRIMA SYNDROME ,OMIM:608118, ACHALASIA-ADDISONIANISM-ALACRIMA SYNDROME 
indi_pt, ACHEIROPODY ,OMIM:608118, ACHEIROPODY 
indi_pt, ACHONDROGENESIS ,OMIM:608118, ACHONDROGENESIS 
indi_pt, ACHONDROPLASIA ,OMIM:608118, ACHONDROPLASIA 
indi_pt," ACHONDROPLASIA, SEVERE, WITH DEVELOPMENTAL DELAY AND ACANTHOSIS NIGRICANS ",OMIM:608118," ACHONDROPLASIA, SEVERE, WITH DEVELOPMENTAL DELAY AND ACANTHOSIS NIGRICANS "
indi_pt, ACHROMATOPSIA 2 ,OMIM:608118, ACHROMATOPSIA 2 
indi_pt, ACHROMATOPSIA 3 ,OMIM:608118, ACHROMATOPSIA 3 
indi_pt, ACHROMATOPSIA 4 ,OMIM:608118, ACHROMATOPSIA 4 
indi_pt, ACHROMATOPSIA 7 ,OMIM:608118, ACHROMATOPSIA 7 
indi_pt, ACID PHOSPHATASE DEFICIENCY ,OMIM:608118, ACID PHOSPHATASE DEFICIENCY 
indi_pt, ACID-LABILE SUBUNIT DEFICIENCY ,OMIM:608118, ACID-LABILE SUBUNIT DEFICIENCY 
indi_pt, ACNE INVERSA ,OMIM:608118, ACNE INVERSA 
indi_pt, ACROCAPITOFEMORAL DYSPLASIA ,OMIM:608118, ACROCAPITOFEMORAL DYSPLASIA 
indi_pt," ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE ",OMIM:608118," ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE "
indi_pt, ACRODYSOSTOSIS ,OMIM:608118, ACRODYSOSTOSIS 
indi_pt," ACROFACIAL DYSOSTOSIS 1, NAGER TYPE ",OMIM:608118," ACROFACIAL DYSOSTOSIS 1, NAGER TYPE "
indi_pt," ACROFACIAL DYSOSTOSIS, CINCINNATI TYPE ",OMIM:608118," ACROFACIAL DYSOSTOSIS, CINCINNATI TYPE "
indi_pt, ACROKERATOSIS VERRUCIFORMIS ,OMIM:608118, ACROKERATOSIS VERRUCIFORMIS 
indi_pt, ACROMELIC FRONTONASAL DYSOSTOSIS ,OMIM:608118, ACROMELIC FRONTONASAL DYSOSTOSIS 
indi_pt," ACROMESOMELIC DYSPLASIA, DEMIRHAN TYPE ",OMIM:608118," ACROMESOMELIC DYSPLASIA, DEMIRHAN TYPE "
indi_pt," ACROMESOMELIC DYSPLASIA, HUNTER-THOMPSON TYPE ",OMIM:608118," ACROMESOMELIC DYSPLASIA, HUNTER-THOMPSON TYPE "
indi_pt," ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE ",OMIM:608118," ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE "
indi_pt, ACROMICRIC DYSPLASIA ,OMIM:608118, ACROMICRIC DYSPLASIA 
indi_pt," ACTH DEFICIENCY, ISOLATED ",OMIM:608118," ACTH DEFICIENCY, ISOLATED "
indi_pt, ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA ,OMIM:608118, ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA 
indi_pt, ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA 2 ,OMIM:608118, ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA 2 
indi_pt, ACUTE PROMYELOCYTIC LEUKEMIA ,OMIM:608118, ACUTE PROMYELOCYTIC LEUKEMIA 
indi_pt," ACYL-COA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF ",OMIM:608118," ACYL-COA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF "
indi_pt," ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF ",OMIM:608118," ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF "
indi_pt," ACYL-COA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF ",OMIM:608118," ACYL-COA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF "
indi_pt, ADAMS-OLIVER SYNDROME ,OMIM:608118, ADAMS-OLIVER SYNDROME 
indi_pt, ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY ,OMIM:608118, ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY 
indi_pt," ADENOSINE TRIPHOSPHATE, ELEVATED, OF ERYTHROCYTES ",OMIM:608118," ADENOSINE TRIPHOSPHATE, ELEVATED, OF ERYTHROCYTES "
indi_pt," ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO ",OMIM:608118," ADENYLATE KINASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO "
indi_pt, ADENYLOSUCCINASE DEFICIENCY ,OMIM:608118, ADENYLOSUCCINASE DEFICIENCY 
indi_pt, ADERMATOGLYPHIA ,OMIM:608118, ADERMATOGLYPHIA 
indi_pt," ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1 ",OMIM:608118," ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1 "
indi_pt," ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY ",OMIM:608118," ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY "
indi_pt," ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY ",OMIM:608118," ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY "
indi_pt," ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 3-BETA-HYDROXYSTEROID DEHYDROGENASE 2 DEFICIENCY ",OMIM:608118," ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 3-BETA-HYDROXYSTEROID DEHYDROGENASE 2 DEFICIENCY "
indi_pt," ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASE DEFICIENCY ",OMIM:608118," ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASE DEFICIENCY "
indi_pt," ADRENAL HYPOPLASIA, CONGENITAL ",OMIM:608118," ADRENAL HYPOPLASIA, CONGENITAL "
indi_pt," ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE ",OMIM:608118," ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE "
indi_pt," ADRENOCORTICAL CARCINOMA, HEREDITARY ",OMIM:608118," ADRENOCORTICAL CARCINOMA, HEREDITARY "
indi_pt, ADRENOLEUKODYSTROPHY ,OMIM:608118, ADRENOLEUKODYSTROPHY 
indi_pt, ADULT SYNDROME ,OMIM:608118, ADULT SYNDROME 
indi_pt, ADVANCED SLEEP PHASE SYNDROME ,OMIM:608118, ADVANCED SLEEP PHASE SYNDROME 
indi_pt," AFIBRINOGENEMIA, CONGENITAL ",OMIM:608118," AFIBRINOGENEMIA, CONGENITAL "
indi_pt, AGAMMAGLOBULINEMIA ,OMIM:608118, AGAMMAGLOBULINEMIA 
indi_pt, AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY ,OMIM:608118, AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY 
indi_pt, AGNATHIA-OTOCEPHALY COMPLEX ,OMIM:608118, AGNATHIA-OTOCEPHALY COMPLEX 
indi_pt, AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE DEFICIENCY ,OMIM:608118, AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE DEFICIENCY 
indi_pt, AICARDI-GOUTIERES SYNDROME ,OMIM:608118, AICARDI-GOUTIERES SYNDROME 
indi_pt, AL-GAZALI-BAKALINOVA SYNDROME ,OMIM:608118, AL-GAZALI-BAKALINOVA SYNDROME 
indi_pt, AL-RAQAD SYNDROME ,OMIM:608118, AL-RAQAD SYNDROME 
indi_pt," ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME ",OMIM:608118," ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME "
indi_pt, ALAGILLE SYNDROME ,OMIM:608118, ALAGILLE SYNDROME 
indi_pt, ALAND ISLAND EYE DISEASE ,OMIM:608118, ALAND ISLAND EYE DISEASE 
indi_pt, ALAZAMI SYNDROME ,OMIM:608118, ALAZAMI SYNDROME 
indi_pt," ALBINISM, OCULAR, TYPE I ",OMIM:608118," ALBINISM, OCULAR, TYPE I "
indi_pt, ALCOHOL DEPENDENCE ,OMIM:608118, ALCOHOL DEPENDENCE 
indi_pt," ALCOHOL SENSITIVITY, ACUTE ",OMIM:608118," ALCOHOL SENSITIVITY, ACUTE "
indi_pt, ALEXANDER DISEASE ,OMIM:608118, ALEXANDER DISEASE 
indi_pt, ALKAPTONURIA ,OMIM:608118, ALKAPTONURIA 
indi_pt, ALLAN-HERNDON-DUDLEY SYNDROME ,OMIM:608118, ALLAN-HERNDON-DUDLEY SYNDROME 
indi_pt, ALLERGIC RHINITIS ,OMIM:608118, ALLERGIC RHINITIS 
indi_pt," ALOPECIA, ISOLATED ",OMIM:608118," ALOPECIA, ISOLATED "
indi_pt," ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME ",OMIM:608118," ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME "
indi_pt, ALPHA-1-ANTITRYPSIN DEFICIENCY ,OMIM:608118, ALPHA-1-ANTITRYPSIN DEFICIENCY 
indi_pt, ALPHA-2-MACROGLOBULIN DEFICIENCY ,OMIM:608118, ALPHA-2-MACROGLOBULIN DEFICIENCY 
indi_pt, ALPHA-2-PLASMIN INHIBITOR DEFICIENCY ,OMIM:608118, ALPHA-2-PLASMIN INHIBITOR DEFICIENCY 
indi_pt, ALPHA-FETOPROTEIN DEFICIENCY ,OMIM:608118, ALPHA-FETOPROTEIN DEFICIENCY 
indi_pt," ALPHA-FETOPROTEIN, HEREDITARY PERSISTENCE OF ",OMIM:608118," ALPHA-FETOPROTEIN, HEREDITARY PERSISTENCE OF "
indi_pt, ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY ,OMIM:608118, ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY 
indi_pt, ALPHA-METHYLACETOACETIC ACIDURIA ,OMIM:608118, ALPHA-METHYLACETOACETIC ACIDURIA 
indi_pt, ALPHA-METHYLACYL-COA RACEMASE DEFICIENCY ,OMIM:608118, ALPHA-METHYLACYL-COA RACEMASE DEFICIENCY 
indi_pt, ALPHA-THALASSEMIA ,OMIM:608118, ALPHA-THALASSEMIA 
indi_pt, ALPHA-THALASSEMIA MYELODYSPLASIA SYNDROME ,OMIM:608118, ALPHA-THALASSEMIA MYELODYSPLASIA SYNDROME 
indi_pt," ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, X-LINKED ",OMIM:608118," ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, X-LINKED "
indi_pt," ALPHA/BETA T-CELL LYMPHOPENIA WITH GAMMA/DELTA T-CELL EXPANSION, SEVERE CYTOMEGALOVIRUS INFECTION, AND AUTOIMMUNITY ",OMIM:608118," ALPHA/BETA T-CELL LYMPHOPENIA WITH GAMMA/DELTA T-CELL EXPANSION, SEVERE CYTOMEGALOVIRUS INFECTION, AND AUTOIMMUNITY "
indi_pt," ALPORT SYNDROME, AUTOSOMAL DOMINANT ",OMIM:608118," ALPORT SYNDROME, AUTOSOMAL DOMINANT "
indi_pt," ALPORT SYNDROME, AUTOSOMAL RECESSIVE ",OMIM:608118," ALPORT SYNDROME, AUTOSOMAL RECESSIVE "
indi_pt," ALPORT SYNDROME, X-LINKED ",OMIM:608118," ALPORT SYNDROME, X-LINKED "
indi_pt, ALSTROM SYNDROME ,OMIM:608118, ALSTROM SYNDROME 
indi_pt, ALTERNATING HEMIPLEGIA OF CHILDHOOD ,OMIM:608118, ALTERNATING HEMIPLEGIA OF CHILDHOOD 
indi_pt, ALVEOLAR CAPILLARY DYSPLASIA WITH MISALIGNMENT OF PULMONARY VEINS ,OMIM:608118, ALVEOLAR CAPILLARY DYSPLASIA WITH MISALIGNMENT OF PULMONARY VEINS 
indi_pt, ALVEOLAR SOFT PART SARCOMA ,OMIM:608118, ALVEOLAR SOFT PART SARCOMA 
indi_pt, ALZHEIMER DISEASE ,OMIM:608118, ALZHEIMER DISEASE 
indi_pt, ALZHEIMER DISEASE 18 ,OMIM:608118, ALZHEIMER DISEASE 18 
indi_pt, ALZHEIMER DISEASE 2 ,OMIM:608118, ALZHEIMER DISEASE 2 
indi_pt, ALZHEIMER DISEASE 3 ,OMIM:608118, ALZHEIMER DISEASE 3 
indi_pt, ALZHEIMER DISEASE 4 ,OMIM:608118, ALZHEIMER DISEASE 4 
indi_pt," ALZHEIMER DISEASE 9, SUSCEPTIBILITY TO ",OMIM:608118," ALZHEIMER DISEASE 9, SUSCEPTIBILITY TO "
indi_pt," ALZHEIMER DISEASE, SUSCEPTIBILITY TO, MITOCHONDRIAL ",OMIM:608118," ALZHEIMER DISEASE, SUSCEPTIBILITY TO, MITOCHONDRIAL "
indi_pt," AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL ",OMIM:608118," AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL "
indi_pt, AMELOGENESIS IMPERFECTA ,OMIM:608118, AMELOGENESIS IMPERFECTA 
indi_pt," AMELOGENESIS IMPERFECTA, TYPE IF ",OMIM:608118," AMELOGENESIS IMPERFECTA, TYPE IF "
indi_pt, AMINOACYLASE 1 DEFICIENCY ,OMIM:608118, AMINOACYLASE 1 DEFICIENCY 
indi_pt, AMISH INFANTILE EPILEPSY SYNDROME ,OMIM:608118, AMISH INFANTILE EPILEPSY SYNDROME 
indi_pt," AMYLOIDOSIS, FAMILIAL VISCERAL ",OMIM:608118," AMYLOIDOSIS, FAMILIAL VISCERAL "
indi_pt," AMYLOIDOSIS, FINNISH TYPE ",OMIM:608118," AMYLOIDOSIS, FINNISH TYPE "
indi_pt," AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED ",OMIM:608118," AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED "
indi_pt," AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS ",OMIM:608118," AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS "
indi_pt, AMYOTROPHIC LATERAL SCLEROSIS ,OMIM:608118, AMYOTROPHIC LATERAL SCLEROSIS 
indi_pt, AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1 ,OMIM:608118, AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1 
indi_pt," AMYOTROPHY, HEREDITARY NEURALGIC ",OMIM:608118," AMYOTROPHY, HEREDITARY NEURALGIC "
indi_pt, ANALBUMINEMIA ,OMIM:608118, ANALBUMINEMIA 
indi_pt, ANAUXETIC DYSPLASIA ,OMIM:608118, ANAUXETIC DYSPLASIA 
indi_pt, ANDROGEN INSENSITIVITY SYNDROME ,OMIM:608118, ANDROGEN INSENSITIVITY SYNDROME 
indi_pt," ANDROGEN INSENSITIVITY, PARTIAL ",OMIM:608118," ANDROGEN INSENSITIVITY, PARTIAL "
indi_pt," ANEMIA, CONGENITAL DYSERYTHROPOIETIC ",OMIM:608118," ANEMIA, CONGENITAL DYSERYTHROPOIETIC "
indi_pt," ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD ",OMIM:608118," ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD "
indi_pt," ANEMIA, NONSPHEROCYTIC HEMOLYTIC, DUE TO G6PD DEFICIENCY ",OMIM:608118," ANEMIA, NONSPHEROCYTIC HEMOLYTIC, DUE TO G6PD DEFICIENCY "
indi_pt," ANEMIA, SIDEROBLASTIC ",OMIM:608118," ANEMIA, SIDEROBLASTIC "
indi_pt," ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA ",OMIM:608118," ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA "
indi_pt," ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES ",OMIM:608118," ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES "
indi_pt, ANGELMAN SYNDROME ,OMIM:608118, ANGELMAN SYNDROME 
indi_pt," ANGIOEDEMA INDUCED BY ACE INHIBITORS, SUSCEPTIBILITY TO ",OMIM:608118," ANGIOEDEMA INDUCED BY ACE INHIBITORS, SUSCEPTIBILITY TO "
indi_pt," ANGIOEDEMA, HEREDITARY, TYPE I ",OMIM:608118," ANGIOEDEMA, HEREDITARY, TYPE I "
indi_pt," ANGIOEDEMA, HEREDITARY, TYPE III ",OMIM:608118," ANGIOEDEMA, HEREDITARY, TYPE III "
indi_pt," ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS ",OMIM:608118," ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS "
indi_pt, ANHAPTOGLOBINEMIA ,OMIM:608118, ANHAPTOGLOBINEMIA 
indi_pt," ANHIDROSIS, ISOLATED, WITH NORMAL SWEAT GLANDS ",OMIM:608118," ANHIDROSIS, ISOLATED, WITH NORMAL SWEAT GLANDS "
indi_pt, ANIRIDIA ,OMIM:608118, ANIRIDIA 
indi_pt, ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE ,OMIM:608118, ANKYLOBLEPHARON-ECTODERMAL DEFECTS-CLEFT LIP/PALATE 
indi_pt," ANOREXIA NERVOSA, SUSCEPTIBILITY TO, 1 ",OMIM:608118," ANOREXIA NERVOSA, SUSCEPTIBILITY TO, 1 "
indi_pt, ANTERIOR SEGMENT MESENCHYMAL DYSGENESIS ,OMIM:608118, ANTERIOR SEGMENT MESENCHYMAL DYSGENESIS 
indi_pt, ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS ,OMIM:608118, ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS 
indi_pt, ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS ,OMIM:608118, ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS 
indi_pt, ANXIETY ,OMIM:608118, ANXIETY 
indi_pt," AORTIC ANEURYSM, FAMILIAL ABDOMINAL ",OMIM:608118," AORTIC ANEURYSM, FAMILIAL ABDOMINAL "
indi_pt," AORTIC ANEURYSM, FAMILIAL THORACIC ",OMIM:608118," AORTIC ANEURYSM, FAMILIAL THORACIC "
indi_pt, AORTIC VALVE DISEASE ,OMIM:608118, AORTIC VALVE DISEASE 
indi_pt, APERT SYNDROME ,OMIM:608118, APERT SYNDROME 
indi_pt," APHAKIA, CONGENITAL PRIMARY ",OMIM:608118," APHAKIA, CONGENITAL PRIMARY "
indi_pt," APLASIA CUTIS CONGENITA, NONSYNDROMIC ",OMIM:608118," APLASIA CUTIS CONGENITA, NONSYNDROMIC "
indi_pt, APLASIA OF LACRIMAL AND SALIVARY GLANDS ,OMIM:608118, APLASIA OF LACRIMAL AND SALIVARY GLANDS 
indi_pt, APLASTIC ANEMIA ,OMIM:608118, APLASTIC ANEMIA 
indi_pt," APOCRINE GLAND SECRETION, VARIATION IN ",OMIM:608118," APOCRINE GLAND SECRETION, VARIATION IN "
indi_pt, APOLIPOPROTEIN C-II DEFICIENCY ,OMIM:608118, APOLIPOPROTEIN C-II DEFICIENCY 
indi_pt, APPARENT MINERALOCORTICOID EXCESS ,OMIM:608118, APPARENT MINERALOCORTICOID EXCESS 
indi_pt, ARGININEMIA ,OMIM:608118, ARGININEMIA 
indi_pt, ARGININOSUCCINIC ACIDURIA ,OMIM:608118, ARGININOSUCCINIC ACIDURIA 
indi_pt, AROMATASE DEFICIENCY ,OMIM:608118, AROMATASE DEFICIENCY 
indi_pt, AROMATASE EXCESS SYNDROME ,OMIM:608118, AROMATASE EXCESS SYNDROME 
indi_pt, AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY ,OMIM:608118, AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY 
indi_pt, ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA ,OMIM:608118, ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA 
indi_pt, ARTERIAL TORTUOSITY SYNDROME ,OMIM:608118, ARTERIAL TORTUOSITY SYNDROME 
indi_pt, ARTERIOVENOUS MALFORMATIONS OF THE BRAIN ,OMIM:608118, ARTERIOVENOUS MALFORMATIONS OF THE BRAIN 
indi_pt," ARTHROGRYPOSIS, DISTAL, TYPE 1A ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 1A "
indi_pt," ARTHROGRYPOSIS, DISTAL, TYPE 1B ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 1B "
indi_pt," ARTHROGRYPOSIS, DISTAL, TYPE 2A ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 2A "
indi_pt," ARTHROGRYPOSIS, DISTAL, TYPE 2B ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 2B "
indi_pt," ARTHROGRYPOSIS, DISTAL, TYPE 3 ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 3 "
indi_pt," ARTHROGRYPOSIS, DISTAL, TYPE 5 ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 5 "
indi_pt," ARTHROGRYPOSIS, DISTAL, TYPE 5D ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 5D "
indi_pt," ARTHROGRYPOSIS, DISTAL, TYPE 7 ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 7 "
indi_pt," ARTHROGRYPOSIS, DISTAL, TYPE 8 ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 8 "
indi_pt," ARTHROGRYPOSIS, DISTAL, TYPE 9 ",OMIM:608118," ARTHROGRYPOSIS, DISTAL, TYPE 9 "
indi_pt," ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES ",OMIM:608118," ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES "
indi_pt," ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS ",OMIM:608118," ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS "
indi_pt," ARTHROPATHY, PROGRESSIVE PSEUDORHEUMATOID, OF CHILDHOOD ",OMIM:608118," ARTHROPATHY, PROGRESSIVE PSEUDORHEUMATOID, OF CHILDHOOD "
indi_pt, ASPARAGINE SYNTHETASE DEFICIENCY ,OMIM:608118, ASPARAGINE SYNTHETASE DEFICIENCY 
indi_pt," ASPARTATE AMINOTRANSFERASE, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1 ",OMIM:608118," ASPARTATE AMINOTRANSFERASE, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1 "
indi_pt, ASPARTYLGLUCOSAMINURIA ,OMIM:608118, ASPARTYLGLUCOSAMINURIA 
indi_pt," ASPERGER SYNDROME, SUSCEPTIBILITY TO ",OMIM:608118," ASPERGER SYNDROME, SUSCEPTIBILITY TO "
